"tick";"Accuracy_run0";"Accuracy_run1";"Accuracy_run2";"Accuracy_run3";"Accuracy_run4";"Accuracy_run5";"Accuracy_run6";"Accuracy_run7";"Accuracy_run8";"Accuracy_run9";"Accuracy_run10";"Accuracy_run11";"Accuracy_run12";"Accuracy_run13";"Accuracy_run14";"Accuracy_run15";"Accuracy_run16";"Accuracy_run17";"Accuracy_run18";"Accuracy_run19";"Accuracy_run20";"Accuracy_run21";"Accuracy_run22";"Accuracy_run23";"Accuracy_run24";"Accuracy_run25";"Accuracy_run26";"Accuracy_run27";"Accuracy_run28";"Accuracy_run29";"Accuracy_run30";"Accuracy_run31";"Accuracy_run32";"Accuracy_run33";"Accuracy_run34";"Accuracy_run35";"Accuracy_run36";"Accuracy_run37";"Accuracy_run38";"Accuracy_run39";"Accuracy_run40";"Accuracy_run41";"Accuracy_run42";"Accuracy_run43";"Accuracy_run44";"Accuracy_run45";"Accuracy_run46";"Accuracy_run47";"Accuracy_run48";"Accuracy_run49";"Time for detection_run0";"Time for detection_run1";"Time for detection_run2";"Time for detection_run3";"Time for detection_run4";"Time for detection_run5";"Time for detection_run6";"Time for detection_run7";"Time for detection_run8";"Time for detection_run9";"Time for detection_run10";"Time for detection_run11";"Time for detection_run12";"Time for detection_run13";"Time for detection_run14";"Time for detection_run15";"Time for detection_run16";"Time for detection_run17";"Time for detection_run18";"Time for detection_run19";"Time for detection_run20";"Time for detection_run21";"Time for detection_run22";"Time for detection_run23";"Time for detection_run24";"Time for detection_run25";"Time for detection_run26";"Time for detection_run27";"Time for detection_run28";"Time for detection_run29";"Time for detection_run30";"Time for detection_run31";"Time for detection_run32";"Time for detection_run33";"Time for detection_run34";"Time for detection_run35";"Time for detection_run36";"Time for detection_run37";"Time for detection_run38";"Time for detection_run39";"Time for detection_run40";"Time for detection_run41";"Time for detection_run42";"Time for detection_run43";"Time for detection_run44";"Time for detection_run45";"Time for detection_run46";"Time for detection_run47";"Time for detection_run48";"Time for detection_run49"
"200";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.10714285714285715";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"-0.6428571428571429"
"220";"0.0";"0.21794871794871798";"0.0";"0.0";"0.0";"0.10185185185185185";"0.0";"0.0";"0.0";"0.0";"0.01818181818181818";"0.0";"0.12121212121212122";"0.04433760683760683";"0.0";"0.0";"0.07692307692307691";"0.0";"0.028205128205128206";"0.10476190476190478";"0.0";"0.0";"0.16923076923076924";"0.0";"0.0";"0.0";"0.0";"0.07692307692307693";"0.0";"0.0";"0.1648351648351648";"0.0";"0.0";"0.1762820512820513";"0.029914529914529912";"0.0";"0.0";"0.0";"0.0";"0.0";"0.02243589743589744";"0.0";"0.17094017094017094";"0.0";"0.038461538461538464";"0.0";"0.0";"0.0";"0.0";"0.09615384615384615";"0.0";"-0.5897435897435898";"0.0";"0.0";"0.0";"1.884259259259259";"0.0";"0.0";"0.0";"0.0";"0.06060606060606061";"0.0";"0.8585858585858586";"0.019230769230769246";"0.0";"0.0";"0.9230769230769231";"0.0";"0.06410256410256411";"0.5238095238095237";"0.0";"0.0";"0.8461538461538461";"0.0";"0.0";"0.0";"0.0";"0.3076923076923077";"0.0";"0.0";"1.8681318681318677";"0.0";"0.0";"2.9262820512820507";"0.08974358974358976";"0.0";"0.0";"0.0";"0.0";"0.0";"0.02243589743589744";"0.0";"2.8205128205128203";"0.0";"0.3846153846153846";"0.0";"0.0";"0.0";"0.0";"0.5961538461538461"
"240";"0.038461538461538464";"0.12316849816849818";"0.0";"0.0";"0.0";"0.14102564102564102";"0.07692307692307691";"0.0";"0.05128205128205129";"0.0";"0.025641025641025644";"0.11538461538461538";"0.10069930069930069";"0.047619047619047616";"0.07692307692307691";"0.0";"0.03846153846153846";"0.09615384615384616";"0.06257631257631258";"0.08791208791208793";"0.0";"0.0";"0.05192307692307693";"0.0";"0.010989010989010988";"0.010989010989010988";"0.0";"0.06654456654456654";"0.09615384615384615";"0.01923076923076923";"0.1";"0.0";"0.0";"0.14102564102564102";"0.025641025641025644";"0.021978021978021976";"0.015384615384615382";"0.0";"0.06923076923076923";"0.038461538461538464";"0.03296703296703297";"0.1923076923076923";"0.16025641025641027";"0.019230769230769232";"0.07948717948717948";"0.03461538461538462";"0.04545454545454545";"0.015384615384615382";"0.13636363636363635";"0.12179487179487179";"0.6153846153846154";"-0.3296703296703297";"0.0";"0.0";"0.0";"3.6153846153846154";"1.2307692307692306";"0.0";"0.8205128205128207";"0.0";"0.3076923076923077";"0.5256410256410257";"0.7132867132867132";"0.13076923076923072";"-0.15384615384615383";"0.0";"0.9230769230769231";"1.4807692307692308";"0.4945054945054946";"1.3626373626373627";"0.0";"0.0";"0.8307692307692309";"0.0";"0.17948717948717952";"0.11538461538461538";"0.0";"0.780448717948718";"3.1025641025641026";"0.11538461538461539";"2.0461538461538464";"0.0";"0.0";"2.076923076923077";"0.07692307692307693";"0.021978021978021976";"0.4423076923076923";"0.0";"1.2923076923076922";"0.11538461538461539";"0.3890109890109889";"1.4025641025641025";"3.333333333333334";"0.2692307692307693";"1.448717948717949";"0.05384615384615385";"1.7272727272727275";"0.09230769230769227";"3.3181818181818183";"1.2884615384615388"
"260";"0.07051282051282051";"0.09545454545454547";"0.0";"0.0";"0.04545454545454545";"0.19871794871794873";"0.0923076923076923";"0.0";"0.03846153846153846";"0.05769230769230769";"0.025641025641025644";"0.12820512820512822";"0.0923076923076923";"0.04304029304029304";"0.07692307692307691";"0.0879120879120879";"0.08974358974358974";"0.09230769230769231";"0.06257631257631258";"0.06410256410256411";"0.0";"0.0";"0.05192307692307693";"0.0";"0.008547008547008546";"0.09945054945054946";"0.0";"0.05064102564102564";"0.07948717948717948";"0.11538461538461539";"0.11538461538461538";"0.0";"0.0";"0.16410256410256413";"0.031135531135531136";"0.02867132867132867";"0.026373626373626377";"0.0";"0.06923076923076923";"0.04697802197802198";"0.04358974358974359";"0.20769230769230768";"0.16025641025641027";"0.019230769230769232";"0.06025641025641026";"0.0486013986013986";"0.09432234432234432";"0.015384615384615382";"0.11111111111111112";"0.10256410256410257";"2.3076923076923075";"0.1384615384615385";"0.0";"0.0";"0.5";"5.833333333333333";"1.719169719169719";"0.0";"0.8205128205128207";"0.8653846153846154";"0.3076923076923077";"1.141025641025641";"0.6538461538461537";"0.13076923076923072";"-0.15384615384615383";"6.076923076923077";"3.58974358974359";"1.673076923076923";"0.4945054945054946";"1.1923076923076923";"0.0";"0.0";"0.8307692307692309";"0.0";"0.17948717948717952";"2.4833333333333334";"0.0";"0.780448717948718";"3.1025641025641026";"1.8461538461538463";"2.451048951048951";"0.0";"0.0";"2.539743589743589";"0.30069930069930073";"0.3365384615384615";"0.8576923076923078";"0.0";"1.2923076923076922";"0.293956043956044";"0.9697191697191698";"1.341025641025641";"3.333333333333334";"0.2692307692307693";"1.448717948717949";"0.08026418026418027";"3.933333333333333";"0.09230769230769227";"3.041666666666667";"1.2884615384615388"
"280";"0.07692307692307693";"0.1277120315581854";"0.0";"0.0";"0.04545454545454545";"0.20970695970695968";"0.12820512820512822";"0.0";"0.03846153846153846";"0.06410256410256411";"0.025641025641025644";"0.1314102564102564";"0.08974358974358973";"0.04038461538461539";"0.0989010989010989";"0.0879120879120879";"0.07051282051282051";"0.08791208791208792";"0.05982905982905983";"0.07692307692307691";"0.0";"0.019230769230769232";"0.05192307692307693";"0.0";"0.008547008547008546";"0.08278388278388277";"0.0";"0.05064102564102564";"0.0879120879120879";"0.06410256410256411";"0.11538461538461538";"0.0";"0.025641025641025644";"0.1295787545787546";"0.030165912518853696";"0.02867132867132867";"0.06483516483516484";"0.0";"0.06923076923076923";"0.044230769230769226";"0.03648915187376726";"0.20769230769230768";"0.16025641025641027";"0.053846153846153856";"0.07051282051282051";"0.04644970414201184";"0.0879120879120879";"0.015384615384615382";"0.16282051282051282";"0.12820512820512822";"3.473076923076923";"0.6025641025641025";"0.0";"0.0";"0.5";"5.789377289377289";"3.565323565323565";"0.0";"0.8205128205128207";"1.4743589743589742";"0.3076923076923077";"1.8570512820512821";"0.6538461538461537";"0.13076923076923072";"0.9230769230769231";"6.076923076923077";"3.58974358974359";"1.673076923076923";"0.4945054945054946";"1.8333333333333335";"0.0";"0.3846153846153846";"0.8307692307692309";"0.0";"0.17948717948717952";"2.4833333333333334";"0.0";"0.780448717948718";"3.772893772893773";"1.8461538461538463";"2.451048951048951";"0.0";"0.20512820512820515";"2.539743589743589";"0.30069930069930073";"0.3365384615384615";"3.203846153846153";"0.0";"1.2923076923076922";"0.293956043956044";"0.9697191697191698";"1.341025641025641";"3.333333333333334";"2.346153846153846";"2.2487179487179487";"0.08026418026418027";"3.933333333333333";"0.09230769230769227";"3.5769230769230766";"1.7500000000000002"
"300";"0.06117216117216117";"0.11703296703296703";"0.0";"0.0";"0.03846153846153846";"0.20784313725490194";"0.14102564102564102";"0.0";"0.03846153846153846";"0.06837606837606837";"0.025641025641025644";"0.15064102564102563";"0.12637362637362637";"0.036907536907536904";"0.06643356643356643";"0.10073260073260076";"0.07124542124542124";"0.07820512820512822";"0.05982905982905983";"0.12051282051282053";"0.025641025641025644";"0.041025641025641026";"0.05192307692307693";"0.0";"0.047008547008546994";"0.08095238095238094";"0.0";"0.05064102564102564";"0.0879120879120879";"0.06623931623931624";"0.11538461538461538";"0.0";"0.040659340659340654";"0.12591575091575094";"0.02968960863697706";"0.02867132867132867";"0.07008547008547009";"0.0";"0.060897435897435896";"0.03952991452991453";"0.03333333333333334";"0.20769230769230768";"0.16025641025641027";"0.06089743589743589";"0.06868131868131869";"0.041758241758241756";"0.09615384615384616";"0.015384615384615382";"0.14358974358974358";"0.13553113553113552";"3.473076923076923";"0.8422090729783037";"0.0";"0.0";"0.4230769230769231";"5.3930402930402925";"4.907727193441479";"0.0";"0.8205128205128207";"2.393162393162393";"0.3076923076923077";"1.5685897435897436";"3.653846153846154";"0.13076923076923072";"1.6721056721056722";"6.102564102564102";"4.605128205128205";"1.673076923076923";"0.4945054945054946";"2.161538461538462";"-0.20512820512820515";"0.23076923076923075";"0.8307692307692309";"0.0";"1.6410256410256412";"2.4833333333333334";"0.0";"0.780448717948718";"3.772893772893773";"2.3365384615384612";"2.451048951048951";"0.0";"0.31868131868131855";"2.539743589743589";"0.30069930069930073";"0.3365384615384615";"3.8576923076923073";"0.0";"1.3897435897435897";"0.293956043956044";"0.9697191697191698";"1.341025641025641";"3.333333333333334";"3.4487179487179485";"2.2487179487179487";"0.08026418026418027";"4.1275641025641026";"0.09230769230769227";"3.5769230769230766";"2.0796703296703303"
"320";"0.06117216117216117";"0.11666666666666667";"0.0";"0.0";"0.045454545454545456";"0.20784313725490194";"0.14102564102564102";"0.0";"0.03846153846153846";"0.06993006993006995";"0.025641025641025644";"0.15888278388278387";"0.12637362637362637";"0.035221189067342916";"0.0613053613053613";"0.11675824175824176";"0.06227106227106228";"0.08706293706293704";"0.05982905982905983";"0.12051282051282053";"0.025641025641025644";"0.041025641025641026";"0.05192307692307693";"0.0";"0.05982905982905981";"0.07851037851037852";"0.0";"0.05064102564102564";"0.0879120879120879";"0.06623931623931624";"0.11538461538461538";"0.006993006993006995";"0.045454545454545456";"0.12591575091575094";"0.038919413919413906";"0.02867132867132867";"0.07521367521367521";"0.0";"0.048717948717948725";"0.035256410256410256";"0.05015082956259427";"0.20769230769230768";"0.16025641025641027";"0.08461538461538462";"0.06868131868131869";"0.041758241758241756";"0.09230769230769231";"0.015384615384615382";"0.14358974358974358";"0.1452991452991453";"3.473076923076923";"0.8422090729783037";"0.0";"0.0";"0.2902097902097902";"5.3930402930402925";"4.907727193441479";"0.0";"0.8205128205128207";"3.006993006993007";"0.3076923076923077";"1.4449633699633702";"3.653846153846154";"0.13076923076923072";"2.4124902874902876";"6.384615384615385";"4.605128205128205";"2.5122377622377625";"0.4945054945054946";"2.161538461538462";"-0.20512820512820515";"0.23076923076923075";"0.8307692307692309";"0.0";"2.641025641025641";"2.4833333333333334";"0.0";"0.780448717948718";"3.772893772893773";"2.3365384615384612";"2.451048951048951";"0.30069930069930073";"0.6634615384615385";"2.539743589743589";"0.6303696303696303";"0.3365384615384615";"4.63974358974359";"0.0";"1.3897435897435897";"0.293956043956044";"1.9953601953601952";"1.341025641025641";"3.333333333333334";"5.717948717948718";"2.2487179487179487";"0.08026418026418027";"4.1275641025641026";"0.09230769230769227";"3.5769230769230766";"2.826923076923077"
"340";"0.06117216117216117";"0.11666666666666667";"0.0";"0.0";;"0.20784313725490194";"0.14102564102564102";"0.0";"0.03846153846153846";"0.07185122569737956";"0.025641025641025644";"0.1675824175824176";"0.12637362637362637";"0.03379319955406912";"0.060606060606060615";"0.12316849816849815";"0.0583028083028083";"0.09071569456184841";"0.05982905982905983";"0.12051282051282053";"0.025641025641025644";"0.041025641025641026";"0.05192307692307693";"0.0";"0.07307692307692307";"0.07558275058275057";"0.008547008547008546";"0.05064102564102564";"0.12637362637362637";"0.06623931623931624";"0.11538461538461538";"0.006993006993006995";"0.05036630036630036";"0.12591575091575094";"0.03785103785103785";"0.02867132867132867";"0.07521367521367521";"0.0";"0.044322344322344324";"0.035256410256410256";"0.05015082956259427";"0.20769230769230768";"0.16025641025641027";"0.08333333333333336";"0.06868131868131869";"0.041758241758241756";"0.09090909090909091";"0.015384615384615382";"0.14358974358974358";"0.1487179487179487";"3.473076923076923";"0.8422090729783037";"0.0";"0.0";;"5.3930402930402925";"4.907727193441479";"0.0";"0.8205128205128207";"3.6035502958579895";"0.3076923076923077";"1.2565934065934063";"3.653846153846154";"0.13076923076923072";"2.4124902874902876";"6.3589743589743595";"4.605128205128205";"3.304445554445555";"0.4945054945054946";"2.161538461538462";"-0.20512820512820515";"0.23076923076923075";"0.8307692307692309";"0.0";"4.092307692307693";"2.4833333333333334";"0.4017094017094018";"0.780448717948718";"4.926739926739927";"2.3365384615384612";"2.451048951048951";"0.30069930069930073";"1.2596153846153846";"2.539743589743589";"0.6303696303696303";"0.3365384615384615";"4.63974358974359";"0.0";"1.3897435897435897";"0.293956043956044";"1.9953601953601952";"1.341025641025641";"3.333333333333334";"5.717948717948718";"2.2487179487179487";"0.08026418026418027";"4.1275641025641026";"0.09230769230769227";"3.5769230769230766";"3.226923076923077"
"360";"0.06117216117216117";"0.11666666666666667";"0.0";"0.0";;"0.20784313725490194";"0.14102564102564102";"0.012820512820512822";"0.04336482231219073";"0.07596153846153847";"0.025641025641025644";"0.1675824175824176";"0.1648351648351648";"0.03379319955406912";"0.060606060606060615";"0.12859256128486898";"0.05692918192918193";"0.09071569456184841";"0.05982905982905983";"0.12051282051282053";"0.025641025641025644";"0.041025641025641026";"0.05192307692307693";"0.0";"0.06666666666666667";"0.07210012210012211";"0.007692307692307694";"0.05064102564102564";"0.12637362637362637";"0.06623931623931624";"0.11538461538461538";"0.006993006993006995";"0.054212454212454214";"0.10668498168498165";"0.03785103785103785";"0.02867132867132867";"0.07521367521367521";"0.041025641025641026";"0.053613053613053616";"0.035256410256410256";"0.05015082956259427";"0.20769230769230768";"0.16025641025641027";"0.08205128205128207";"0.07112332112332112";"0.041758241758241756";"0.09090909090909091";"0.015384615384615382";"0.14358974358974358";"0.20531135531135533";"3.473076923076923";"0.8422090729783037";"0.0";"0.0";;"5.3930402930402925";"4.907727193441479";"1.2179487179487178";"2.5213675213675213";"3.6941039729501277";"0.3076923076923077";"1.2565934065934063";"4.653846153846155";"0.13076923076923072";"2.4124902874902876";"6.337278106508876";"4.605128205128205";"3.304445554445555";"0.4945054945054946";"2.161538461538462";"-0.20512820512820515";"0.23076923076923075";"0.8307692307692309";"0.0";"4.092307692307693";"2.4833333333333334";"0.4017094017094018";"0.780448717948718";"4.926739926739927";"2.3365384615384612";"2.451048951048951";"0.30069930069930073";"1.6236263736263739";"2.539743589743589";"0.6303696303696303";"0.3365384615384615";"4.63974358974359";"0.21538461538461537";"1.1414918414918414";"0.293956043956044";"1.9953601953601952";"1.341025641025641";"3.333333333333334";"5.717948717948718";"2.5021116138763198";"0.08026418026418027";"4.1275641025641026";"0.09230769230769227";"3.5769230769230766";"6.882600732600734"
"380";"0.06117216117216117";"0.11666666666666667";"0.0";"0.0";;"0.20784313725490194";"0.14102564102564102";"0.038461538461538464";"0.04251012145748988";"0.09903846153846155";"0.025641025641025644";"0.1675824175824176";"0.19688644688644685";"0.03379319955406912";"0.060606060606060615";"0.12859256128486898";"0.05692918192918193";"0.09071569456184841";"0.05982905982905983";;"0.025641025641025644";"0.041025641025641026";"0.10961538461538461";"0.0";"0.0780885780885781";"0.07072649572649574";"0.007692307692307694";"0.05064102564102564";"0.12637362637362637";"0.06623931623931624";"0.11538461538461538";"0.006993006993006995";"0.05837912087912088";"0.1163003663003663";"0.03785103785103785";"0.02867132867132867";"0.07521367521367521";"0.05897435897435898";"0.06701631701631702";"0.035256410256410256";"0.05015082956259427";"0.20769230769230768";"0.16025641025641027";"0.08440170940170942";"0.07112332112332112";"0.041758241758241756";"0.09805194805194804";"0.015384615384615382";"0.14358974358974358";"0.23534798534798534";"3.473076923076923";"0.8422090729783037";"0.0";"0.0";;"5.3930402930402925";"4.907727193441479";"4.423687423687423";"2.5213675213675213";"4.2973428393468875";"0.3076923076923077";"1.2565934065934063";"4.41025641025641";"0.13076923076923072";"2.4124902874902876";"6.337278106508876";"4.605128205128205";"3.304445554445555";"0.4945054945054946";;"-0.20512820512820515";"0.23076923076923075";"0.4846153846153847";"0.0";"4.079487179487178";"2.4833333333333334";"0.4017094017094018";"0.780448717948718";"4.926739926739927";"2.3365384615384612";"2.451048951048951";"0.30069930069930073";"2.0251545329670333";"3.2128205128205125";"0.6303696303696303";"0.3365384615384615";"4.63974358974359";"0.7487179487179486";"1.3163170163170164";"0.293956043956044";"1.9953601953601952";"1.341025641025641";"3.333333333333334";"6.1410256410256405";"2.5021116138763198";"0.08026418026418027";"4.709981684981685";"0.09230769230769227";"3.5769230769230766";"6.676332926332926"
