"tick";"Accuracy_run0";"Accuracy_run1";"Accuracy_run2";"Accuracy_run3";"Accuracy_run4";"Accuracy_run5";"Accuracy_run6";"Accuracy_run7";"Accuracy_run8";"Accuracy_run9";"Accuracy_run10";"Accuracy_run11";"Accuracy_run12";"Accuracy_run13";"Accuracy_run14";"Accuracy_run15";"Accuracy_run16";"Accuracy_run17";"Accuracy_run18";"Accuracy_run19";"Accuracy_run20";"Accuracy_run21";"Accuracy_run22";"Accuracy_run23";"Accuracy_run24";"Accuracy_run25";"Accuracy_run26";"Accuracy_run27";"Accuracy_run28";"Accuracy_run29";"Accuracy_run30";"Accuracy_run31";"Accuracy_run32";"Accuracy_run33";"Accuracy_run34";"Accuracy_run35";"Accuracy_run36";"Accuracy_run37";"Accuracy_run38";"Accuracy_run39";"Accuracy_run40";"Accuracy_run41";"Accuracy_run42";"Accuracy_run43";"Accuracy_run44";"Accuracy_run45";"Accuracy_run46";"Accuracy_run47";"Accuracy_run48";"Accuracy_run49";"Time for detection_run0";"Time for detection_run1";"Time for detection_run2";"Time for detection_run3";"Time for detection_run4";"Time for detection_run5";"Time for detection_run6";"Time for detection_run7";"Time for detection_run8";"Time for detection_run9";"Time for detection_run10";"Time for detection_run11";"Time for detection_run12";"Time for detection_run13";"Time for detection_run14";"Time for detection_run15";"Time for detection_run16";"Time for detection_run17";"Time for detection_run18";"Time for detection_run19";"Time for detection_run20";"Time for detection_run21";"Time for detection_run22";"Time for detection_run23";"Time for detection_run24";"Time for detection_run25";"Time for detection_run26";"Time for detection_run27";"Time for detection_run28";"Time for detection_run29";"Time for detection_run30";"Time for detection_run31";"Time for detection_run32";"Time for detection_run33";"Time for detection_run34";"Time for detection_run35";"Time for detection_run36";"Time for detection_run37";"Time for detection_run38";"Time for detection_run39";"Time for detection_run40";"Time for detection_run41";"Time for detection_run42";"Time for detection_run43";"Time for detection_run44";"Time for detection_run45";"Time for detection_run46";"Time for detection_run47";"Time for detection_run48";"Time for detection_run49"
"200";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"220";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.5416666666666666";"0.0";"0.0";"0.5";"0.0";"0.17948717948717946";"0.0";"0.25";"0.0";"0.0";"0.0";"0.0";"0.07692307692307693";"0.125";"0.07692307692307693";"0.0";"0.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.30769230769230765";"0.08333333333333333";"0.0";"0.0";"0.0";"0.5833333333333334";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.19791666666666669";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"5.8";"0.0";"2.7916666666666665";"0.0";"0.0";"4.5";"0.0";"1.0769230769230769";"0.0";"1.5";"0.0";"0.0";"0.0";"0.0";"0.15384615384615385";"0.875";"0.6153846153846154";"0.0";"3.5";"0.0";"0.0";"0.0";"0.0";"0.0";"2.4615384615384612";"0.5";"0.0";"0.0";"0.0";"4.083333333333333";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0729166666666667";"0.0"
"240";"0.55";"0.2";"0.0";"0.5555555555555556";"0.24475524475524474";"0.5833333333333333";"0.8888888888888888";"0.1325757575757576";"0.0";"0.11458333333333333";"0.8";"0.8854166666666666";"0.3125";"0.0";"0.3162393162393162";"0.6923076923076923";"0.3181818181818182";"0.2540792540792541";"0.6666666666666666";"0.5";"0.0";"0.0";"0.0";"0.3411458333333333";"0.8974358974358974";"0.6875";"0.4885114885114885";"0.1";"0.5625";"0.0";"0.3181818181818182";"0.2916666666666667";"0.4583333333333333";"0.3";"0.4835164835164835";"0.175";"0.5244755244755245";"0.17948717948717946";"0.0";"0.8333333333333334";"0.5";"0.0";"0.24475524475524474";"0.25833333333333336";"0.5487179487179488";"0.23076923076923078";"0.24395604395604395";"0.0";"0.4166666666666667";"0.16153846153846155";"11.6";"2.2";"0.0";"7.4444444444444455";"4.244755244755245";"5.166666666666667";"10.074074074074074";"3.5795454545454546";"0.0";"1.375";"10.6";"17.958333333333332";"4.052083333333333";"0.0";"3.6324786324786325";"11.076923076923077";"6.181818181818182";"5.111888111888112";"7.5";"3.333333333333333";"0.0";"0.0";"0.0";"2.7291666666666665";"19.435897435897438";"8.75";"9.036297036297038";"1.9";"3.8125";"0.0";"2.6818181818181817";"7.358333333333333";"2.75";"6.1";"9.802197802197801";"2.6999999999999997";"12.062937062937063";"2.5128205128205128";"0.0";"14.583333333333334";"6.0";"0.0";"4.979020979020979";"6.366666666666666";"13.16923076923077";"1.8076923076923077";"6.191208791208791";"0.0";"7.416666666666667";"2.746153846153846"
"260";"0.55";"0.3904761904761905";"0.1";"0.5555555555555556";"0.24475524475524474";"0.6279761904761906";"0.8974358974358974";"0.1893939393939394";"0.5";"0.5384615384615384";"0.8";"0.8290598290598291";"0.275801282051282";"0.08391608391608392";"0.3076923076923077";"0.6324786324786326";"0.3181818181818182";"0.20512820512820512";"0.7402597402597403";"0.8461538461538461";"0.2125";"0.0";"0.0";"0.5572916666666666";"0.8974358974358974";"0.47916666666666663";"0.5311355311355311";"0.1";"0.5087412587412588";"0.20512820512820512";"0.3181818181818182";"0.3506944444444445";"0.8380952380952381";"0.3";"0.5714285714285714";"0.30208333333333337";"0.6678321678321679";"0.2540792540792541";"0.6923076923076924";"0.7407407407407408";"0.5833333333333333";"0.27350427350427353";"0.6923076923076924";"0.27083333333333337";"0.593846153846154";"0.1923076923076923";"0.2937062937062937";"0.6538461538461539";"0.4166666666666667";"0.3230769230769231";"11.6";"9.184126984126983";"0.5";"7.4444444444444455";"4.244755244755245";"5.211309523809524";"11.683760683760685";"6.306818181818182";"13.666666666666664";"14.211538461538462";"16.8";"19.81196581196581";"11.483653846153846";"1.5944055944055944";"3.5384615384615388";"11.668803418803419";"6.181818181818182";"4.653846153846153";"7.077922077922078";"20.76923076923077";"5.3125";"0.0";"0.0";"10.721354166666666";"19.435897435897438";"8.312500000000002";"12.103785103785103";"1.9";"4.893356643356643";"4.512820512820513";"2.6818181818181817";"7.245138888888889";"14.522619047619047";"6.1";"16.043956043956044";"10.645833333333334";"20.78321678321678";"6.127039627039627";"11.461538461538463";"12.962962962962964";"6.583333333333333";"6.3589743589743595";"12.557692307692308";"10.416666666666666";"16.836923076923078";"1.8076923076923077";"9.104895104895105";"10.538461538461538";"7.416666666666667";"8.723076923076924"
"280";"0.5208333333333333";"0.4666666666666667";"0.19999999999999998";"0.5";"0.34065934065934067";"0.5269097222222222";"0.8974358974358974";"0.2840909090909091";"0.3148148148148148";"0.9615384615384616";"0.8";"0.8290598290598291";"0.22948717948717948";"0.15384615384615385";"0.2692307692307692";"0.6324786324786326";"0.3181818181818182";"0.20512820512820512";"0.7922077922077922";"0.9344405594405594";"0.6164772727272727";"0.26573426573426573";"0.0";"0.5381944444444444";"0.905982905982906";"0.4259259259259259";"0.6581196581196581";"0.916083916083916";"0.5506993006993006";"0.36538461538461536";"0.6717171717171717";"0.3506944444444445";"0.5584615384615385";"0.3";"0.6593406593406593";"0.23076923076923078";"0.8776223776223776";"0.3076923076923077";"0.6923076923076924";"0.7407407407407408";"0.7435897435897436";"0.39031339031339035";;"0.20833333333333331";"0.28589743589743594";"0.20512820512820512";"0.2937062937062937";"0.7626373626373626";"0.6888888888888888";"0.5653846153846154";"22.958333333333332";"18.2";"4.15";"7.4444444444444455";"6.3546453546453545";"5.908854166666667";"14.555555555555555";"13.522727272727273";"13.666666666666664";"32.82692307692307";"20.9";"31.77777777777778";"11.948076923076922";"4.692307692307692";"3.5384615384615388";"11.668803418803419";"6.181818181818182";"4.653846153846153";"10.389610389610388";"31.511363636363637";"15.193181818181818";"7.496503496503497";"0.0";"13.421875";"19.05982905982906";"7.38888888888889";"21.14957264957265";"51.286713286713294";"8.758741258741258";"12.26923076923077";"10.813131313131313";"8.120138888888889";"12.573846153846153";"6.1";"27.494505494505493";"9.384615384615383";"38.61538461538461";"11.961538461538462";"11.461538461538463";"12.962962962962964";"15.666666666666668";"7.196581196581196";;"10.416666666666666";"16.96666666666667";"2.8846153846153846";"12.755244755244755";"12.279120879120878";"9.594444444444443";"22.534615384615382"
"300";"0.462962962962963";"0.4074074074074074";"0.3";"0.5";"0.5384615384615384";"0.5659722222222222";"0.715099715099715";"0.2840909090909091";"0.2777777777777778";"0.9615384615384616";"0.8476190476190477";"0.5705128205128205";"0.41948717948717945";"0.3532763532763533";"0.2692307692307692";"0.6324786324786326";"0.42424242424242425";"0.24358974358974358";"0.7312687312687313";"0.7608173076923077";"0.6060606060606061";"0.17948717948717946";"0.1846153846153846";"0.4262820512820512";"0.923076923076923";"0.4074074074074074";"0.5576923076923076";"0.8321678321678322";"0.5048076923076923";"0.36538461538461536";"0.7065527065527066";"0.2569444444444444";"0.3846153846153846";"0.3";"0.4505494505494506";"0.34230769230769226";"0.6025641025641025";"0.2564102564102564";"0.6923076923076924";"0.5925925925925926";"0.5961538461538463";"0.3512820512820513";;"0.19791666666666669";"0.2230769230769231";"0.20512820512820512";"0.2115384615384615";"0.789010989010989";"0.8055555555555556";"0.47115384615384615";"24.85185185185185";"18.27777777777778";"9.799999999999999";"7.4444444444444455";"14.902097902097902";"10.375";"19.004273504273502";"13.522727272727273";"15.185185185185185";"35.13461538461538";"21.876190476190473";"29.384615384615383";"15.278974358974356";"16.45868945868946";"3.5384615384615388";"11.668803418803419";"10.0";"7.999999999999999";"9.590409590409589";"30.87860576923077";"24.10909090909091";"6.128205128205128";"5.1230769230769235";"17.474358974358978";"23.923076923076923";"7.38888888888889";"23.378205128205128";"46.25174825174825";"8.028846153846153";"13.846153846153847";"17.220797720797723";"9.444444444444445";"10.641025641025642";"6.1";"29.406593406593405";"14.592307692307692";"35.53846153846153";"11.961538461538462";"11.461538461538463";"12.962962962962964";"12.064102564102564";"10.282051282051283";;"12.5";"19.988888888888887";"5.269230769230769";"14.038461538461537";"14.854945054945052";"13.629629629629628";"26.721153846153847"
"320";"0.4555555555555555";"0.2583333333333333";"0.4";"0.4444444444444444";"0.5384615384615384";"0.5138888888888888";"0.7411477411477411";"0.30303030303030304";"0.5347222222222222";"0.8717948717948718";"0.7266666666666667";"0.4807692307692308";"0.33578754578754577";"0.24976258309591645";"0.23076923076923075";"0.4853479853479853";"0.42424242424242425";"0.24358974358974358";"0.7312687312687313";"0.6128205128205129";"0.5568181818181818";"0.17948717948717946";"0.1846153846153846";"0.5282051282051281";"0.9615384615384615";"0.4074074074074074";"0.5576923076923076";"0.8321678321678322";"0.5048076923076923";"0.5897435897435898";"0.5363247863247864";"0.21538461538461542";"0.3153846153846154";"0.3";"0.3942307692307693";"0.3333333333333333";"0.6025641025641025";"0.6529914529914529";"0.6923076923076924";"0.6172839506172839";"0.5584935897435898";"0.32564102564102565";;"0.19791666666666669";"0.22008547008547008";"0.16025641025641024";"0.1794871794871795";"0.789010989010989";"0.5641025641025641";"0.3589743589743589";"28.870370370370374";"17.425";"16.5";"7.4444444444444455";"16.62237762237762";"10.375";"24.12271062271062";"17.474747474747474";"19.662499999999994";"34.92307692307692";"23.74";"36.65384615384615";"18.06017094017094";"16.357549857549856";"3.5384615384615388";"10.22161172161172";"10.0";"7.999999999999999";"12.19180819180819";"36.12051282051282";"24.459090909090907";"6.128205128205128";"5.1230769230769235";"20.078525641025642";"26.038461538461537";"7.38888888888889";"23.378205128205128";"46.25174825174825";"8.028846153846153";"35.833333333333336";"19.778311965811966";"8.337179487179487";"15.012820512820516";"6.1";"25.730769230769226";"19.2974358974359";"35.53846153846153";"16.392307692307693";"11.461538461538463";"18.0";"12.177884615384617";"9.5";;"12.5";"18.94957264957265";"5.269230769230769";"14.038461538461537";"15.93186813186813";"17.615384615384617";"30.490384615384617"
"340";"0.41613756613756614";"0.18833333333333332";"0.25757575757575757";"0.4444444444444444";"0.42657342657342656";"0.5138888888888888";"0.7997557997557997";"0.31986531986531985";"0.4526923076923077";"0.7211538461538461";"0.6043956043956044";"0.5897435897435898";"0.3115384615384615";"0.2871794871794872";"0.20512820512820512";"0.4853479853479853";"0.7916666666666665";"0.24358974358974358";"0.6293706293706294";"0.5397435897435897";"0.5568181818181818";"0.17948717948717946";"0.1846153846153846";"0.4857142857142857";"0.8974358974358974";"0.4074074074074074";"0.5705128205128205";"0.8461538461538461";"0.5000000000000001";"0.3098290598290598";"0.5176282051282051";"0.1948717948717949";"0.30897435897435904";"0.3";"0.375";"0.3384615384615385";"0.6025641025641025";"0.5679487179487179";"0.6923076923076924";;"0.5584935897435898";"0.33333333333333337";;"0.2604166666666667";"0.1741758241758242";"0.16025641025641024";"0.1923076923076923";"0.5897435897435898";"0.5641025641025641";"0.3261217948717948";"32.5";"18.8";"18.5";"7.4444444444444455";"16.62237762237762";"10.375";"31.736263736263734";"19.999999999999996";"20.001666666666665";"29.78846153846154";"24.54065934065934";"34.65384615384615";"23.835042735042734";"19.851282051282052";"7.884615384615385";"10.22161172161172";"18.625";"7.999999999999999";"18.797202797202797";"41.386324786324785";"24.459090909090907";"6.128205128205128";"5.1230769230769235";"20.078525641025642";"26.038461538461537";"7.38888888888889";"22.275641025641022";"54.96153846153846";"8.305288461538462";"31.38034188034188";"19.778311965811966";"8.500641025641025";"15.012820512820516";"6.1";"25.730769230769226";"19.51794871794872";"35.53846153846153";"22.353846153846156";"12.538461538461538";;"12.177884615384617";"9.743589743589745";;"20.0625";"18.053846153846152";"5.269230769230769";"16.653846153846153";"14.619047619047619";"20.30769230769231";"26.30128205128205"
"360";"0.3410714285714286";"0.175";"0.25757575757575757";"0.4444444444444444";"0.358974358974359";"0.5138888888888888";"0.641025641025641";"0.31986531986531985";"0.4526923076923077";"0.7211538461538461";"0.5338461538461539";"0.5897435897435898";"0.23923298923298925";"0.37230769230769234";"0.21538461538461537";"0.40700040700040696";"0.7307692307692307";"0.24358974358974358";"0.6013986013986015";"0.4333028083028083";"0.5568181818181818";"0.17948717948717946";"0.1846153846153846";"0.501098901098901";"0.9102564102564101";"0.4074074074074074";"0.5705128205128205";"0.7435897435897436";"0.733173076923077";"0.1998168498168498";"0.5240384615384615";"0.2661782661782662";"0.33461538461538465";"0.3";"0.375";"0.44102564102564107";"0.5923076923076923";"0.4476495726495726";"0.5192307692307693";;"0.5584935897435898";"0.33974358974358976";;"0.46875";"0.1942307692307692";"0.16025641025641024";"0.16666666666666666";"0.5384615384615384";"0.6025641025641026";"0.30849358974358976";"31.183333333333337";"23.430952380952377";"18.5";"7.4444444444444455";"21.192307692307693";"10.375";"28.46153846153846";"19.999999999999996";"20.001666666666665";"29.78846153846154";"30.987692307692306";"34.65384615384615";"21.900641025641026";"22.919999999999998";"11.23076923076923";"9.256817256817255";"20.0";"7.999999999999999";"19.384615384615383";"43.914529914529915";"24.459090909090907";"6.128205128205128";"5.1230769230769235";"21.389636752136752";"27.820512820512825";"7.38888888888889";"21.8525641025641";"48.23076923076923";"18.954326923076923";"28.667582417582416";"19.259081196581196";"9.654487179487178";"19.32051282051282";"6.1";"25.730769230769226";"20.235897435897435";"35.53846153846153";"22.641025641025642";"13.435897435897438";;"12.177884615384617";"10.37820512820513";;"24.9375";"17.19230769230769";"5.269230769230769";"16.653846153846153";"18.538461538461537";"23.583333333333332";"26.30128205128205"
"380";"0.3356060606060606";"0.15656565656565657";"0.25757575757575757";"0.3888888888888889";"0.33333333333333337";"0.5138888888888888";"0.641025641025641";"0.3619528619528619";"0.4526923076923077";"0.7096153846153846";"0.3382117882117882";"0.7538461538461539";"0.2216117216117216";"0.34807692307692306";"0.189010989010989";"0.40700040700040696";"0.5615384615384615";"0.24358974358974358";"0.5538461538461539";"0.4088272838272838";"0.5568181818181818";"0.1923076923076923";"0.1846153846153846";"0.5065934065934065";"0.9102564102564101";"0.42592592592592593";"0.596153846153846";"0.6875";"0.5814102564102563";"0.12393162393162395";"0.5240384615384615";"0.3342490842490843";"0.3079670329670329";"0.3";"0.375";"0.44102564102564107";"0.38717948717948725";"0.4476495726495726";"0.37307692307692303";;"0.5584935897435898";"0.34523809523809523";;"0.46875";"0.20961538461538462";;"0.47916666666666663";"0.5555555555555556";"0.6525641025641026";"0.30849358974358976";"37.75";"21.300865800865797";"18.5";"8.666666666666666";"27.44871794871795";"10.375";"28.46153846153846";"19.8989898989899";"20.001666666666665";"29.78846153846154";"26.381118881118876";"26.400000000000002";"19.928266178266178";"22.919999999999998";"12.307692307692308";"9.256817256817255";"26.353846153846156";"7.999999999999999";"19.132867132867133";"44.71452991452991";"24.459090909090907";"8.384615384615385";"5.1230769230769235";"21.892078754578755";"27.820512820512825";"13.314814814814817";"21.9551282051282";"35.3525641025641";"19.137500000000003";"21.017094017094017";"21.297542735042732";"13.167307692307693";"19.217948717948715";"6.1";"25.730769230769226";"20.235897435897435";"42.871794871794876";"22.641025641025642";"19.743589743589745";;"12.177884615384617";"11.032967032967035";;"31.53125";"17.315384615384616";;"22.639423076923073";"20.91452991452992";"24.51538461538462";"26.30128205128205"
